Exported SMaRT Impedance Data
Experiment start time : 02-08-2022 15:45:39

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Set Point ('C),Temperature ('C),Control ('C),Impedance Magnitude (Ohms),Impedance Phase Degrees ('),Admittance Magnitude (S),Capacitance Magnitude (F)
1;1;1;00:00:10;1000000;0,025;0;-;-;-;609,3734;-23,54912;1,64103E-03;2,611781E-10;
2;1;2;00:00:18;630957,3125;0,025;0;-;-;-;643,569;-15,96924;1,553835E-03;3,91945E-10;
3;1;3;00:00:20;398107,1875;0,025;0;-;-;-;663,0054;-10,69097;1,508283E-03;6,029803E-10;
4;1;4;00:00:23;251188,640625;0,025;0;-;-;-;674,3945;-7,739336;1,482812E-03;9,395204E-10;
5;1;5;00:00:26;158489,3125;0,025;0;-;-;-;681,8436;-5,979497;1,466612E-03;1,472772E-09;
6;1;6;00:00:28;100000;0,025;0;-;-;-;688,4387;-5,062927;1,452562E-03;2,311825E-09;
7;1;7;00:00:33;63095,734375;0,025;0;-;-;-;693,6829;-4,813963;1,441581E-03;3,636296E-09;
8;1;8;00:00:35;39810,71875;0,025;0;-;-;-;701,9425;-5,135659;1,424618E-03;5,695327E-09;
9;1;9;00:00:37;25118,86328125;0,025;0;-;-;-;712,7995;-6,001546;1,402919E-03;8,888999E-09;
10;1;10;00:00:39;15848,931640625;0,025;0;-;-;-;727,6125;-7,406765;1,374358E-03;1,38013E-08;
11;1;11;00:00:41;10000;0,025;0;-;-;-;748,3075;-9,413911;1,336349E-03;2,126866E-08;
12;1;12;00:00:42;6309,5732421875;0,025;0;-;-;-;777,7439;-12,12189;1,28577E-03;3,243274E-08;
13;1;13;00:00:44;3981,07177734375;0,025;0;-;-;-;820,2642;-15,64347;1,219119E-03;4,873786E-08;
14;1;14;00:00:46;2511,88647460938;0,025;0;-;-;-;882,7432;-20,05579;1,132832E-03;7,177709E-08;
15;1;15;00:00:48;1584,89318847656;0,025;0;-;-;-;975,8932;-25,34991;1,024702E-03;1,029006E-07;
16;1;16;00:00:50;1000;0,025;0;-;-;-;1115,845;-31,35261;8,961818E-04;1,426318E-07;
17;1;17;00:00:52;630,957336425781;0,025;0;-;-;-;1325,38;-37,73873;7,545003E-04;1,903179E-07;
18;1;18;00:00:54;398,107177734375;0,025;0;-;-;-;1636,48;-44,12029;6,110678E-04;2,442922E-07;
19;1;19;00:00:58;251,18864440918;0,025;0;-;-;-;2094,612;-50,24254;4,774153E-04;3,024938E-07;
20;1;20;00:01:02;158,489318847656;0,025;0;-;-;-;2767,506;-55,96544;3,613361E-04;3,628537E-07;
21;1;21;00:01:04;100;0,025;0;-;-;-;3765,981;-61,25999;2,655351E-04;4,226122E-07;
22;1;22;00:01:06;63,0957374572754;0,025;0;-;-;-;5263,977;-66,15405;1,899704E-04;4,791883E-07;
23;1;23;00:01:08;39,8107147216797;0,025;0;-;-;-;7551,452;-70,59866;1,324249E-04;5,294071E-07;
24;1;24;00:01:10;25,1188640594482;0,025;0;-;-;-;11086,99;-74,44907;9,019579E-05;5,714872E-07;
25;1;25;00:01:12;15,8489322662354;0,025;0;-;-;-;16600,85;-77,6081;6,023787E-05;6,049087E-07;
26;1;26;00:01:14;10;0,025;0;-;-;-;25189,66;-80,03555;3,969884E-05;6,318267E-07;
27;1;27;00:01:17;6,30957365036011;0,025;0;-;-;-;38557,92;-81,81242;2,593501E-05;6,541941E-07;
28;1;28;00:01:19;3,98107171058655;0,025;0;-;-;-;59347,89;-83,06039;1,68498E-05;6,7362E-07;
29;1;29;00:01:21;2,51188659667969;0,025;0;-;-;-;91740,73;-83,92817;1,090028E-05;6,906499E-07;
